performance_path,piece_id,composer,title,class_id,class_name,count,ratio,token_count
Bach/Fugue/bwv_858/VuV01M.mid,piece_8d6589d771d00836,Bach,Fugue_bwv_858,3,HIGH,1,0.00028571428571428574,3500
Bach/Fugue/bwv_858/VuV01M.mid,piece_8d6589d771d00836,Bach,Fugue_bwv_858,4,FULL,11,0.003142857142857143,3500
Bach/Fugue/bwv_858/Zhang01M.mid,piece_8d6589d771d00836,Bach,Fugue_bwv_858,0,ZERO,3552,1.0,3552
Bach/Fugue/bwv_858/Zhang01M.mid,piece_8d6589d771d00836,Bach,Fugue_bwv_858,1,LOW,0,0.0,3552
Bach/Fugue/bwv_858/Zhang01M.mid,piece_8d6589d771d00836,Bach,Fugue_bwv_858,2,MID,0,0.0,3552
Bach/Fugue/bwv_858/Zhang01M.mid,piece_8d6589d771d00836,Bach,Fugue_bwv_858,3,HIGH,0,0.0,3552
Bach/Fugue/bwv_858/Zhang01M.mid,piece_8d6589d771d00836,Bach,Fugue_bwv_858,4,FULL,0,0.0,3552
Bach/Fugue/bwv_860/Ko04M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,0,ZERO,5856,0.8418631397354802,6956
Bach/Fugue/bwv_860/Ko04M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,1,LOW,125,0.0179700977573318,6956
Bach/Fugue/bwv_860/Ko04M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,2,MID,597,0.08582518688901668,6956
Bach/Fugue/bwv_860/Ko04M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,3,HIGH,252,0.03622771707878091,6956
Bach/Fugue/bwv_860/Ko04M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,4,FULL,126,0.018113858539390456,6956
Bach/Fugue/bwv_860/Nikiforov05M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,0,ZERO,2264,0.32342857142857145,7000
Bach/Fugue/bwv_860/Nikiforov05M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,1,LOW,4667,0.6667142857142857,7000
Bach/Fugue/bwv_860/Nikiforov05M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,2,MID,69,0.009857142857142858,7000
Bach/Fugue/bwv_860/Nikiforov05M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,3,HIGH,0,0.0,7000
Bach/Fugue/bwv_860/Nikiforov05M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,4,FULL,0,0.0,7000
Bach/Fugue/bwv_860/Tetzloff04M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,0,ZERO,4842,0.6854473386183465,7064
Bach/Fugue/bwv_860/Tetzloff04M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,1,LOW,901,0.12754813137032842,7064
Bach/Fugue/bwv_860/Tetzloff04M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,2,MID,906,0.1282559456398641,7064
Bach/Fugue/bwv_860/Tetzloff04M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,3,HIGH,201,0.028454133635334087,7064
Bach/Fugue/bwv_860/Tetzloff04M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,4,FULL,214,0.03029445073612684,7064
Bach/Fugue/bwv_860/TuanS01M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,0,ZERO,6577,0.9449712643678161,6960
Bach/Fugue/bwv_860/TuanS01M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,1,LOW,65,0.009339080459770116,6960
Bach/Fugue/bwv_860/TuanS01M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,2,MID,128,0.01839080459770115,6960
Bach/Fugue/bwv_860/TuanS01M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,3,HIGH,26,0.003735632183908046,6960
Bach/Fugue/bwv_860/TuanS01M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,4,FULL,164,0.023563218390804597,6960
Bach/Fugue/bwv_860/YoungS01M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,0,ZERO,6533,0.9269296254256527,7048
Bach/Fugue/bwv_860/YoungS01M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,1,LOW,375,0.05320658342792282,7048
Bach/Fugue/bwv_860/YoungS01M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,2,MID,96,0.01362088535754824,7048
Bach/Fugue/bwv_860/YoungS01M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,3,HIGH,5,0.0007094211123723042,7048
Bach/Fugue/bwv_860/YoungS01M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,4,FULL,39,0.005533484676503973,7048
Bach/Fugue/bwv_860/ZhangH04M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,0,ZERO,6976,1.0,6976
Bach/Fugue/bwv_860/ZhangH04M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,1,LOW,0,0.0,6976
Bach/Fugue/bwv_860/ZhangH04M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,2,MID,0,0.0,6976
Bach/Fugue/bwv_860/ZhangH04M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,3,HIGH,0,0.0,6976
Bach/Fugue/bwv_860/ZhangH04M.mid,piece_ab33880c0bc19a7a,Bach,Fugue_bwv_860,4,FULL,0,0.0,6976
Bach/Fugue/bwv_862/Song04M.mid,piece_8b760d5e59bd8897,Bach,Fugue_bwv_862,0,ZERO,458,0.13191244239631336,3472
Bach/Fugue/bwv_862/Song04M.mid,piece_8b760d5e59bd8897,Bach,Fugue_bwv_862,1,LOW,1639,0.47206221198156684,3472
Bach/Fugue/bwv_862/Song04M.mid,piece_8b760d5e59bd8897,Bach,Fugue_bwv_862,2,MID,1375,0.39602534562211983,3472
Bach/Fugue/bwv_862/Song04M.mid,piece_8b760d5e59bd8897,Bach,Fugue_bwv_862,3,HIGH,0,0.0,3472
Bach/Fugue/bwv_862/Song04M.mid,piece_8b760d5e59bd8897,Bach,Fugue_bwv_862,4,FULL,0,0.0,3472
Bach/Fugue/bwv_863/LeeN01M.mid,piece_023ccee6f631dbef,Bach,Fugue_bwv_863,0,ZERO,1989,0.6278409090909091,3168
Bach/Fugue/bwv_863/LeeN01M.mid,piece_023ccee6f631dbef,Bach,Fugue_bwv_863,1,LOW,452,0.14267676767676768,3168
Bach/Fugue/bwv_863/LeeN01M.mid,piece_023ccee6f631dbef,Bach,Fugue_bwv_863,2,MID,393,0.1240530303030303,3168
Bach/Fugue/bwv_863/LeeN01M.mid,piece_023ccee6f631dbef,Bach,Fugue_bwv_863,3,HIGH,87,0.027462121212121212,3168
Bach/Fugue/bwv_863/LeeN01M.mid,piece_023ccee6f631dbef,Bach,Fugue_bwv_863,4,FULL,247,0.07796717171717171,3168
Bach/Fugue/bwv_863/Shychko01M.mid,piece_023ccee6f631dbef,Bach,Fugue_bwv_863,0,ZERO,133,0.041614518147684604,3196
Bach/Fugue/bwv_863/Shychko01M.mid,piece_023ccee6f631dbef,Bach,Fugue_bwv_863,1,LOW,2153,0.6736545682102628,3196
Bach/Fugue/bwv_863/Shychko01M.mid,piece_023ccee6f631dbef,Bach,Fugue_bwv_863,2,MID,630,0.19712140175219023,3196
Bach/Fugue/bwv_863/Shychko01M.mid,piece_023ccee6f631dbef,Bach,Fugue_bwv_863,3,HIGH,18,0.005632040050062578,3196
Bach/Fugue/bwv_863/Shychko01M.mid,piece_023ccee6f631dbef,Bach,Fugue_bwv_863,4,FULL,262,0.08197747183979975,3196
Bach/Fugue/bwv_863/TongB01M.mid,piece_023ccee6f631dbef,Bach,Fugue_bwv_863,0,ZERO,214,0.06662515566625156,3212
Bach/Fugue/bwv_863/TongB01M.mid,piece_023ccee6f631dbef,Bach,Fugue_bwv_863,1,LOW,2145,0.6678082191780822,3212
Bach/Fugue/bwv_863/TongB01M.mid,piece_023ccee6f631dbef,Bach,Fugue_bwv_863,2,MID,824,0.25653798256537985,3212
Bach/Fugue/bwv_863/TongB01M.mid,piece_023ccee6f631dbef,Bach,Fugue_bwv_863,3,HIGH,16,0.0049813200498132005,3212
Bach/Fugue/bwv_863/TongB01M.mid,piece_023ccee6f631dbef,Bach,Fugue_bwv_863,4,FULL,13,0.004047322540473225,3212
Bach/Fugue/bwv_865/Rizikov01M.mid,piece_34e87ec013c87f4e,Bach,Fugue_bwv_865,0,ZERO,1069,0.11144703919933278,9592
Bach/Fugue/bwv_865/Rizikov01M.mid,piece_34e87ec013c87f4e,Bach,Fugue_bwv_865,1,LOW,7325,0.7636572143452878,9592
Bach/Fugue/bwv_865/Rizikov01M.mid,piece_34e87ec013c87f4e,Bach,Fugue_bwv_865,2,MID,680,0.07089241034195162,9592
Bach/Fugue/bwv_865/Rizikov01M.mid,piece_34e87ec013c87f4e,Bach,Fugue_bwv_865,3,HIGH,80,0.008340283569641367,9592
Bach/Fugue/bwv_865/Rizikov01M.mid,piece_34e87ec013c87f4e,Bach,Fugue_bwv_865,4,FULL,438,0.04566305254378649,9592
Bach/Fugue/bwv_865/Teo01M.mid,piece_34e87ec013c87f4e,Bach,Fugue_bwv_865,0,ZERO,7193,0.7321864820846905,9824
Bach/Fugue/bwv_865/Teo01M.mid,piece_34e87ec013c87f4e,Bach,Fugue_bwv_865,1,LOW,1689,0.17192589576547232,9824
Bach/Fugue/bwv_865/Teo01M.mid,piece_34e87ec013c87f4e,Bach,Fugue_bwv_865,2,MID,738,0.07512214983713356,9824
Bach/Fugue/bwv_865/Teo01M.mid,piece_34e87ec013c87f4e,Bach,Fugue_bwv_865,3,HIGH,77,0.007837947882736156,9824
Bach/Fugue/bwv_865/Teo01M.mid,piece_34e87ec013c87f4e,Bach,Fugue_bwv_865,4,FULL,127,0.012927524429967427,9824
Bach/Fugue/bwv_865/ZhangE01M.mid,piece_34e87ec013c87f4e,Bach,Fugue_bwv_865,0,ZERO,8362,0.8703164029975021,9608
Bach/Fugue/bwv_865/ZhangE01M.mid,piece_34e87ec013c87f4e,Bach,Fugue_bwv_865,1,LOW,574,0.05974188176519567,9608
Bach/Fugue/bwv_865/ZhangE01M.mid,piece_34e87ec013c87f4e,Bach,Fugue_bwv_865,2,MID,493,0.051311407160699415,9608
Bach/Fugue/bwv_865/ZhangE01M.mid,piece_34e87ec013c87f4e,Bach,Fugue_bwv_865,3,HIGH,40,0.004163197335553705,9608
Bach/Fugue/bwv_865/ZhangE01M.mid,piece_34e87ec013c87f4e,Bach,Fugue_bwv_865,4,FULL,139,0.014467110741049125,9608
Bach/Fugue/bwv_866/SOLOM02.mid,piece_ff5b87b8e13622db,Bach,Fugue_bwv_866,0,ZERO,3613,0.9548097251585623,3784
Bach/Fugue/bwv_866/SOLOM02.mid,piece_ff5b87b8e13622db,Bach,Fugue_bwv_866,1,LOW,154,0.040697674418604654,3784
Bach/Fugue/bwv_866/SOLOM02.mid,piece_ff5b87b8e13622db,Bach,Fugue_bwv_866,2,MID,12,0.003171247357293869,3784
Bach/Fugue/bwv_866/SOLOM02.mid,piece_ff5b87b8e13622db,Bach,Fugue_bwv_866,3,HIGH,3,0.0007928118393234672,3784
Bach/Fugue/bwv_866/SOLOM02.mid,piece_ff5b87b8e13622db,Bach,Fugue_bwv_866,4,FULL,2,0.0005285412262156448,3784
Bach/Fugue/bwv_867/HuNY01M.mid,piece_182456f2214312df,Bach,Fugue_bwv_867,0,ZERO,1172,0.392235609103079,2988
Bach/Fugue/bwv_867/HuNY01M.mid,piece_182456f2214312df,Bach,Fugue_bwv_867,1,LOW,433,0.14491298527443106,2988
Bach/Fugue/bwv_867/HuNY01M.mid,piece_182456f2214312df,Bach,Fugue_bwv_867,2,MID,484,0.16198125836680052,2988
Bach/Fugue/bwv_867/HuNY01M.mid,piece_182456f2214312df,Bach,Fugue_bwv_867,3,HIGH,131,0.043842034805890225,2988
Bach/Fugue/bwv_867/HuNY01M.mid,piece_182456f2214312df,Bach,Fugue_bwv_867,4,FULL,768,0.2570281124497992,2988
Bach/Fugue/bwv_867/Sham01M.mid,piece_182456f2214312df,Bach,Fugue_bwv_867,0,ZERO,1187,0.40155615696887687,2956
Bach/Fugue/bwv_867/Sham01M.mid,piece_182456f2214312df,Bach,Fugue_bwv_867,1,LOW,1354,0.4580514208389716,2956
Bach/Fugue/bwv_867/Sham01M.mid,piece_182456f2214312df,Bach,Fugue_bwv_867,2,MID,48,0.016238159675236806,2956
Bach/Fugue/bwv_867/Sham01M.mid,piece_182456f2214312df,Bach,Fugue_bwv_867,3,HIGH,60,0.02029769959404601,2956
Bach/Fugue/bwv_867/Sham01M.mid,piece_182456f2214312df,Bach,Fugue_bwv_867,4,FULL,307,0.10385656292286874,2956
Bach/Fugue/bwv_868/GonzalezJ05M.mid,piece_b7d3ae5b13624524,Bach,Fugue_bwv_868,0,ZERO,2606,0.7471330275229358,3488
Bach/Fugue/bwv_868/GonzalezJ05M.mid,piece_b7d3ae5b13624524,Bach,Fugue_bwv_868,1,LOW,438,0.12557339449541285,3488
Bach/Fugue/bwv_868/GonzalezJ05M.mid,piece_b7d3ae5b13624524,Bach,Fugue_bwv_868,2,MID,347,0.09948394495412843,3488
Bach/Fugue/bwv_868/GonzalezJ05M.mid,piece_b7d3ae5b13624524,Bach,Fugue_bwv_868,3,HIGH,21,0.006020642201834863,3488
Bach/Fugue/bwv_868/GonzalezJ05M.mid,piece_b7d3ae5b13624524,Bach,Fugue_bwv_868,4,FULL,76,0.021788990825688075,3488
Bach/Fugue/bwv_870/ChenW01M.mid,piece_a4ad7b65a28a3523,Bach,Fugue_bwv_870,0,ZERO,4280,1.0,4280
Bach/Fugue/bwv_870/ChenW01M.mid,piece_a4ad7b65a28a3523,Bach,Fugue_bwv_870,1,LOW,0,0.0,4280
Bach/Fugue/bwv_870/ChenW01M.mid,piece_a4ad7b65a28a3523,Bach,Fugue_bwv_870,2,MID,0,0.0,4280
Bach/Fugue/bwv_870/ChenW01M.mid,piece_a4ad7b65a28a3523,Bach,Fugue_bwv_870,3,HIGH,0,0.0,4280
Bach/Fugue/bwv_870/ChenW01M.mid,piece_a4ad7b65a28a3523,Bach,Fugue_bwv_870,4,FULL,0,0.0,4280
Bach/Fugue/bwv_870/LeeE01M.mid,piece_a4ad7b65a28a3523,Bach,Fugue_bwv_870,0,ZERO,45,0.010724499523355576,4196
Bach/Fugue/bwv_870/LeeE01M.mid,piece_a4ad7b65a28a3523,Bach,Fugue_bwv_870,1,LOW,4108,0.9790276453765491,4196
Bach/Fugue/bwv_870/LeeE01M.mid,piece_a4ad7b65a28a3523,Bach,Fugue_bwv_870,2,MID,23,0.00548141086749285,4196
Bach/Fugue/bwv_870/LeeE01M.mid,piece_a4ad7b65a28a3523,Bach,Fugue_bwv_870,3,HIGH,9,0.0021448999046711154,4196
