metadata_index,composer,title,piece_id,performance_path,split,has_raw_cc64,has_intermediate_pedal,num_raw_cc64_events,num_pedal_intermediate,num_normalized_notes
15,Bach,Fugue_bwv_856,piece_9c4cbf5a26ef339d,Bach/Fugue/bwv_856/LuoJ01M.mid,train,True,True,28,2953,740
16,Bach,Fugue_bwv_857,piece_ab87564eee000628,Bach/Fugue/bwv_857/Bult-ItoS02M.mid,train,True,True,5154,4876,1400
17,Bach,Fugue_bwv_857,piece_ab87564eee000628,Bach/Fugue/bwv_857/Lan01M.mid,train,True,True,157,5387,1353
18,Bach,Fugue_bwv_857,piece_ab87564eee000628,Bach/Fugue/bwv_857/Lisiecki04M.mid,train,True,True,107,86,1345
19,Bach,Fugue_bwv_857,piece_ab87564eee000628,Bach/Fugue/bwv_857/ToA01M.mid,train,True,True,5690,3917,1361
20,Bach,Fugue_bwv_857,piece_ab87564eee000628,Bach/Fugue/bwv_857/WangA01M.mid,train,True,True,2805,2212,1340
21,Bach,Fugue_bwv_857,piece_ab87564eee000628,Bach/Fugue/bwv_857/YuP01M.mid,train,True,True,2174,1883,1358
22,Bach,Fugue_bwv_858,piece_8d6589d771d00836,Bach/Fugue/bwv_858/VuV01M.mid,train,True,True,662,450,875
23,Bach,Fugue_bwv_858,piece_8d6589d771d00836,Bach/Fugue/bwv_858/Zhang01M.mid,train,False,False,0,0,888
24,Bach,Fugue_bwv_860,piece_ab33880c0bc19a7a,Bach/Fugue/bwv_860/Ko04M.mid,train,True,True,1089,974,1739
25,Bach,Fugue_bwv_860,piece_ab33880c0bc19a7a,Bach/Fugue/bwv_860/Nikiforov05M.mid,train,True,True,2319,4736,1750
26,Bach,Fugue_bwv_860,piece_ab33880c0bc19a7a,Bach/Fugue/bwv_860/Tetzloff04M.mid,train,True,True,1759,2008,1766
27,Bach,Fugue_bwv_860,piece_ab33880c0bc19a7a,Bach/Fugue/bwv_860/TuanS01M.mid,train,True,True,321,219,1740
28,Bach,Fugue_bwv_860,piece_ab33880c0bc19a7a,Bach/Fugue/bwv_860/YoungS01M.mid,train,True,True,456,476,1762
29,Bach,Fugue_bwv_860,piece_ab33880c0bc19a7a,Bach/Fugue/bwv_860/ZhangH04M.mid,train,False,False,0,0,1744
30,Bach,Fugue_bwv_862,piece_8b760d5e59bd8897,Bach/Fugue/bwv_862/Song04M.mid,train,True,True,2794,3014,868
31,Bach,Fugue_bwv_863,piece_023ccee6f631dbef,Bach/Fugue/bwv_863/LeeN01M.mid,train,True,True,1639,932,792
32,Bach,Fugue_bwv_863,piece_023ccee6f631dbef,Bach/Fugue/bwv_863/Shychko01M.mid,train,True,True,1579,2801,799
33,Bach,Fugue_bwv_863,piece_023ccee6f631dbef,Bach/Fugue/bwv_863/TongB01M.mid,train,True,True,4618,2985,803
34,Bach,Fugue_bwv_864,piece_8ced86fd9478a1c7,Bach/Fugue/bwv_864/SunD01M.mid,test,True,True,756,2609,1188
35,Bach,Fugue_bwv_865,piece_34e87ec013c87f4e,Bach/Fugue/bwv_865/Rizikov01M.mid,train,True,True,5131,8085,2398
36,Bach,Fugue_bwv_865,piece_34e87ec013c87f4e,Bach/Fugue/bwv_865/Teo01M.mid,train,True,True,2374,2504,2456
37,Bach,Fugue_bwv_865,piece_34e87ec013c87f4e,Bach/Fugue/bwv_865/ZhangE01M.mid,train,True,True,1494,1107,2402
38,Bach,Fugue_bwv_866,piece_ff5b87b8e13622db,Bach/Fugue/bwv_866/SOLOM02.mid,train,True,True,239,169,946
39,Bach,Fugue_bwv_867,piece_182456f2214312df,Bach/Fugue/bwv_867/HuNY01M.mid,train,True,True,1939,1048,747
40,Bach,Fugue_bwv_867,piece_182456f2214312df,Bach/Fugue/bwv_867/Sham01M.mid,train,True,True,993,1462,739
41,Bach,Fugue_bwv_868,piece_b7d3ae5b13624524,Bach/Fugue/bwv_868/GonzalezJ05M.mid,train,True,True,1376,806,872
42,Bach,Fugue_bwv_870,piece_a4ad7b65a28a3523,Bach/Fugue/bwv_870/ChenW01M.mid,train,False,False,0,0,1070
43,Bach,Fugue_bwv_870,piece_a4ad7b65a28a3523,Bach/Fugue/bwv_870/LeeE01M.mid,train,True,True,295,4140,1049
44,Bach,Fugue_bwv_870,piece_a4ad7b65a28a3523,Bach/Fugue/bwv_870/MaximovI01M.mid,train,True,True,80,32,1092
45,Bach,Fugue_bwv_873,piece_e75a4fd92837f60c,Bach/Fugue/bwv_873/Lisiecki02.mid,train,True,True,593,682,1385
46,Bach,Fugue_bwv_873,piece_e75a4fd92837f60c,Bach/Fugue/bwv_873/Lisiecki13M.mid,train,True,True,350,397,1380
47,Bach,Fugue_bwv_874,piece_fb58ccb173903f1f,Bach/Fugue/bwv_874/BianF01.mid,train,True,True,4973,2692,867
48,Bach,Fugue_bwv_874,piece_fb58ccb173903f1f,Bach/Fugue/bwv_874/Kurz01M.mid,train,True,True,2825,3391,872
49,Bach,Fugue_bwv_874,piece_fb58ccb173903f1f,Bach/Fugue/bwv_874/WongWY01M.mid,train,True,True,3649,2761,867
50,Bach,Fugue_bwv_875,piece_8288aa3742885356,Bach/Fugue/bwv_875/Ahfat01M.mid,train,True,True,1596,3065,806
51,Bach,Fugue_bwv_875,piece_8288aa3742885356,Bach/Fugue/bwv_875/CaoJ01M.mid,train,True,True,31,23,799
52,Bach,Fugue_bwv_876,piece_a167685be68feec2,Bach/Fugue/bwv_876/SirajA01M.mid,train,True,True,1759,1250,691
53,Bach,Fugue_bwv_876,piece_a167685be68feec2,Bach/Fugue/bwv_876/Song01M.mid,train,True,True,469,2766,704
54,Bach,Fugue_bwv_880,piece_26821ce443911314,Bach/Fugue/bwv_880/LeungR01M.mid,train,True,True,200,3498,984
55,Bach,Fugue_bwv_880,piece_26821ce443911314,Bach/Fugue/bwv_880/Sun02.mid,train,True,True,146,174,982
56,Bach,Fugue_bwv_880,piece_26821ce443911314,Bach/Fugue/bwv_880/WangA04M.mid,train,True,True,38,38,975
57,Bach,Fugue_bwv_883,piece_e31f4b9d7e471762,Bach/Fugue/bwv_883/GuoE01M.mid,train,True,True,9596,5596,1452
58,Bach,Fugue_bwv_883,piece_e31f4b9d7e471762,Bach/Fugue/bwv_883/Herbert02.mid,train,False,False,0,0,1450
59,Bach,Fugue_bwv_883,piece_e31f4b9d7e471762,Bach/Fugue/bwv_883/KaiRuiR03.mid,train,True,True,1286,4747,1466
60,Bach,Fugue_bwv_883,piece_e31f4b9d7e471762,Bach/Fugue/bwv_883/Khmara04.mid,train,True,True,13,5757,1443
61,Bach,Fugue_bwv_883,piece_e31f4b9d7e471762,Bach/Fugue/bwv_883/Lim01.mid,train,True,True,734,1516,1428
62,Bach,Fugue_bwv_883,piece_e31f4b9d7e471762,Bach/Fugue/bwv_883/LuM01M.mid,train,False,False,0,0,1544
63,Bach,Fugue_bwv_884,piece_b792afc2177b46e8,Bach/Fugue/bwv_884/LiA01M.mid,train,False,False,0,0,745
64,Bach,Fugue_bwv_885,piece_589f19bb9d7c23c3,Bach/Fugue/bwv_885/Chon02.mid,train,True,True,1492,2941,1642
65,Bach,Fugue_bwv_885,piece_589f19bb9d7c23c3,Bach/Fugue/bwv_885/Guo01M.mid,train,False,False,0,0,1676
66,Bach,Fugue_bwv_885,piece_589f19bb9d7c23c3,Bach/Fugue/bwv_885/Huang04M.mid,train,True,True,2128,2189,1659
67,Bach,Fugue_bwv_885,piece_589f19bb9d7c23c3,Bach/Fugue/bwv_885/JeonH01M.mid,train,True,True,600,435,1662
68,Bach,Fugue_bwv_885,piece_589f19bb9d7c23c3,Bach/Fugue/bwv_885/SINKEV01.mid,train,True,True,401,326,1664
69,Bach,Fugue_bwv_885,piece_589f19bb9d7c23c3,Bach/Fugue/bwv_885/SINKEV06.mid,train,True,True,643,600,1671
70,Bach,Fugue_bwv_887,piece_5a7ace9adaa1dfd9,Bach/Fugue/bwv_887/LiYZ01M.mid,train,True,True,5658,5459,1588
71,Bach,Fugue_bwv_888,piece_0965117795215b98,Bach/Fugue/bwv_888/ZhaoK01M.mid,train,True,True,521,2615,768
72,Bach,Fugue_bwv_889,piece_6502bfee44189192,Bach/Fugue/bwv_889/Giesbrecht01M.mid,train,True,True,133,16,838
73,Bach,Fugue_bwv_889,piece_6502bfee44189192,Bach/Fugue/bwv_889/LiuY01M.mid,train,True,True,224,167,848
74,Bach,Fugue_bwv_889,piece_6502bfee44189192,Bach/Fugue/bwv_889/MunA01M.mid,train,True,True,364,292,827
75,Bach,Fugue_bwv_889,piece_6502bfee44189192,Bach/Fugue/bwv_889/Wang01M.mid,train,True,True,698,1076,840
76,Bach,Fugue_bwv_889,piece_6502bfee44189192,Bach/Fugue/bwv_889/YangY02M.mid,train,True,True,871,1546,849
77,Bach,Fugue_bwv_889,piece_6502bfee44189192,Bach/Fugue/bwv_889/ZhangW02M.mid,train,True,True,603,669,830
78,Bach,Fugue_bwv_891,piece_aa9d4c56d26cf629,Bach/Fugue/bwv_891/Duepree06M.mid,train,True,True,3616,2186,1760
79,Bach,Fugue_bwv_892,piece_b0f1ce4a73c5ca06,Bach/Fugue/bwv_892/Hou01M.mid,train,True,True,2970,2800,1305
80,Bach,Fugue_bwv_892,piece_b0f1ce4a73c5ca06,Bach/Fugue/bwv_892/KabuliL01M.mid,train,True,True,3729,4227,1310
81,Bach,Fugue_bwv_893,piece_85123a55f4260879,Bach/Fugue/bwv_893/Kleisen04M.mid,train,True,True,48,31,992
82,Bach,Fugue_bwv_893,piece_85123a55f4260879,Bach/Fugue/bwv_893/Levitsky04M.mid,train,True,True,289,245,1020
83,Bach,Fugue_bwv_893,piece_85123a55f4260879,Bach/Fugue/bwv_893/Wong01M.mid,train,True,True,324,322,1031
84,Bach,Italian_concerto,piece_e3df22220b5af81c,Bach/Italian_concerto/KyykhynenT03.mid,test,True,True,4612,2028,1221
85,Bach,Italian_concerto,piece_e3df22220b5af81c,Bach/Italian_concerto/LeeN07.mid,test,True,True,5070,2314,1196
86,Bach,Italian_concerto,piece_e3df22220b5af81c,Bach/Italian_concerto/TanakaM03.mid,test,True,True,5203,3964,1171
87,Bach,Prelude_bwv_846,piece_a848e78b0704b4b6,Bach/Prelude/bwv_846/Shi05M.mid,train,True,True,2235,799,548
88,Bach,Prelude_bwv_848,piece_9d7bcecc3238b291,Bach/Prelude/bwv_848/Denisova06M.mid,train,False,False,0,0,811
89,Bach,Prelude_bwv_848,piece_9d7bcecc3238b291,Bach/Prelude/bwv_848/Lee01M.mid,train,True,True,233,970,816
90,Bach,Prelude_bwv_848,piece_9d7bcecc3238b291,Bach/Prelude/bwv_848/LeeSH01M.mid,train,True,True,181,79,810
91,Bach,Prelude_bwv_848,piece_9d7bcecc3238b291,Bach/Prelude/bwv_848/Lin04M.mid,train,True,True,23,3,810
92,Bach,Prelude_bwv_848,piece_9d7bcecc3238b291,Bach/Prelude/bwv_848/Lou01M.mid,train,True,True,37,21,810
93,Bach,Prelude_bwv_848,piece_9d7bcecc3238b291,Bach/Prelude/bwv_848/MiyashitaM01M.mid,train,True,True,299,2793,811
94,Bach,Prelude_bwv_848,piece_9d7bcecc3238b291,Bach/Prelude/bwv_848/Mizumoto03M.mid,train,True,False,8,0,806
95,Bach,Prelude_bwv_848,piece_9d7bcecc3238b291,Bach/Prelude/bwv_848/SunY01M.mid,train,True,True,161,120,811
96,Bach,Prelude_bwv_848,piece_9d7bcecc3238b291,Bach/Prelude/bwv_848/Zhou01M.mid,train,False,False,0,0,808
97,Bach,Prelude_bwv_854,piece_0526ae12a699b81e,Bach/Prelude/bwv_854/LuA01M.mid,train,True,True,631,390,459
98,Bach,Prelude_bwv_854,piece_0526ae12a699b81e,Bach/Prelude/bwv_854/MiyashitaM01M.mid,train,True,True,1143,607,444
99,Bach,Prelude_bwv_854,piece_0526ae12a699b81e,Bach/Prelude/bwv_854/Ozaki01M.mid,train,True,True,889,839,443
100,Bach,Prelude_bwv_854,piece_0526ae12a699b81e,Bach/Prelude/bwv_854/Richardson01M.mid,train,True,True,447,291,444
101,Bach,Prelude_bwv_854,piece_0526ae12a699b81e,Bach/Prelude/bwv_854/WangA01M.mid,train,True,True,202,81,465
102,Bach,Prelude_bwv_856,piece_f10784ae79f0f210,Bach/Prelude/bwv_856/LuoJ01M.mid,validation,True,True,130,3291,824
103,Bach,Prelude_bwv_857,piece_eab1e235ef128251,Bach/Prelude/bwv_857/Bult-ItoS02M.mid,train,True,True,2636,1854,549
104,Bach,Prelude_bwv_857,piece_eab1e235ef128251,Bach/Prelude/bwv_857/Lan01M.mid,train,False,False,0,0,566
105,Bach,Prelude_bwv_857,piece_eab1e235ef128251,Bach/Prelude/bwv_857/Lisiecki04M.mid,train,True,True,336,173,556
106,Bach,Prelude_bwv_857,piece_eab1e235ef128251,Bach/Prelude/bwv_857/ToA01M.mid,train,True,True,3326,1551,557
107,Bach,Prelude_bwv_857,piece_eab1e235ef128251,Bach/Prelude/bwv_857/WangA01M.mid,train,True,True,2224,1367,526
108,Bach,Prelude_bwv_857,piece_eab1e235ef128251,Bach/Prelude/bwv_857/YuP01M.mid,train,True,True,1116,447,559
109,Bach,Prelude_bwv_858,piece_f5bd27fe48f82236,Bach/Prelude/bwv_858/VuV01M.mid,train,True,True,400,555,439
110,Bach,Prelude_bwv_858,piece_f5bd27fe48f82236,Bach/Prelude/bwv_858/Zhang01M.mid,train,True,False,1,0,486
111,Bach,Prelude_bwv_860,piece_ef65dce01c893091,Bach/Prelude/bwv_860/Ko04M.mid,train,True,True,201,248,616
112,Bach,Prelude_bwv_860,piece_ef65dce01c893091,Bach/Prelude/bwv_860/Nikiforov05M.mid,train,True,True,1029,1976,608
113,Bach,Prelude_bwv_860,piece_ef65dce01c893091,Bach/Prelude/bwv_860/Tetzloff04M.mid,train,True,True,600,1203,612
114,Bach,Prelude_bwv_860,piece_ef65dce01c893091,Bach/Prelude/bwv_860/TuanS01M.mid,train,True,True,22,17,613
115,Bach,Prelude_bwv_860,piece_ef65dce01c893091,Bach/Prelude/bwv_860/YoungS01M.mid,train,True,False,35,0,611
116,Bach,Prelude_bwv_860,piece_ef65dce01c893091,Bach/Prelude/bwv_860/ZhangH04M.mid,train,False,False,0,0,608
117,Bach,Prelude_bwv_862,piece_08aa5ff2ada461e0,Bach/Prelude/bwv_862/Song04M.mid,validation,True,True,361,309,675
118,Bach,Prelude_bwv_863,piece_c264e274458a1714,Bach/Prelude/bwv_863/LeeN01M.mid,train,True,True,1518,1211,562
119,Bach,Prelude_bwv_863,piece_c264e274458a1714,Bach/Prelude/bwv_863/Shychko01M.mid,train,True,True,630,2198,564
120,Bach,Prelude_bwv_863,piece_c264e274458a1714,Bach/Prelude/bwv_863/TongB01M.mid,train,True,True,2487,2106,564
121,Bach,Prelude_bwv_864,piece_bdd86fc984899d67,Bach/Prelude/bwv_864/SunD01M.mid,train,True,True,25,3,611
122,Bach,Prelude_bwv_865,piece_38a113af790db2a7,Bach/Prelude/bwv_865/Rizikov01M.mid,train,True,True,443,1220,612
123,Bach,Prelude_bwv_865,piece_38a113af790db2a7,Bach/Prelude/bwv_865/Teo01M.mid,train,True,True,127,86,613
124,Bach,Prelude_bwv_865,piece_38a113af790db2a7,Bach/Prelude/bwv_865/ZhangE01M.mid,train,False,False,0,0,610
125,Bach,Prelude_bwv_866,piece_5196aba598cdc3c4,Bach/Prelude/bwv_866/SOLOM02.mid,train,True,True,629,840,638
126,Bach,Prelude_bwv_867,piece_721981e723677fdf,Bach/Prelude/bwv_867/HuNY01M.mid,train,True,True,2568,958,769
127,Bach,Prelude_bwv_867,piece_721981e723677fdf,Bach/Prelude/bwv_867/Sham01M.mid,train,True,True,2853,1578,777
128,Bach,Prelude_bwv_868,piece_cc89ac35b1d3db0b,Bach/Prelude/bwv_868/GonzalezJ05M.mid,train,True,True,377,257,414
129,Bach,Prelude_bwv_870,piece_89a66ae19d38ac8e,Bach/Prelude/bwv_870/ChenW01M.mid,train,True,False,1,0,834
130,Bach,Prelude_bwv_870,piece_89a66ae19d38ac8e,Bach/Prelude/bwv_870/LeeE01M.mid,train,True,True,1710,3163,834
131,Bach,Prelude_bwv_870,piece_89a66ae19d38ac8e,Bach/Prelude/bwv_870/MaximovI01M.mid,train,True,True,659,261,833
132,Bach,Prelude_bwv_873,piece_a802227bdc6de39c,Bach/Prelude/bwv_873/Lisiecki02.mid,train,True,True,495,420,1358
133,Bach,Prelude_bwv_873,piece_a802227bdc6de39c,Bach/Prelude/bwv_873/Lisiecki13M.mid,train,True,True,151,77,1358
134,Bach,Prelude_bwv_874,piece_1bf751cdcfa38025,Bach/Prelude/bwv_874/BianF01M.mid,train,True,True,985,4613,1574
135,Bach,Prelude_bwv_874,piece_1bf751cdcfa38025,Bach/Prelude/bwv_874/WongWY01M.mid,train,True,True,1645,1570,1551
136,Bach,Prelude_bwv_875,piece_da26157fa18b95cc,Bach/Prelude/bwv_875/Ahfat01M.mid,train,True,True,845,3077,1103
137,Bach,Prelude_bwv_875,piece_da26157fa18b95cc,Bach/Prelude/bwv_875/CaoJ01M.mid,train,True,True,67,56,1099
138,Bach,Prelude_bwv_875,piece_da26157fa18b95cc,Bach/Prelude/bwv_875/HONG04M.mid,train,True,True,254,305,1104
139,Bach,Prelude_bwv_876,piece_b442844984a51ea8,Bach/Prelude/bwv_876/SirajA01M.mid,train,True,True,465,412,920
140,Bach,Prelude_bwv_876,piece_b442844984a51ea8,Bach/Prelude/bwv_876/Song01M.mid,train,True,True,703,3489,924
141,Bach,Prelude_bwv_880,piece_305e11a6db1eaef8,Bach/Prelude/bwv_880/LeungR01M.mid,train,True,True,512,2129,1240
142,Bach,Prelude_bwv_880,piece_305e11a6db1eaef8,Bach/Prelude/bwv_880/Sun02.mid,train,True,True,3041,2894,1237
143,Bach,Prelude_bwv_880,piece_305e11a6db1eaef8,Bach/Prelude/bwv_880/WangA04M.mid,train,True,True,999,1252,1243
144,Bach,Prelude_bwv_883,piece_02a876a1cf6f3e0c,Bach/Prelude/bwv_883/GuoE01M.mid,train,True,True,5707,3387,892
145,Bach,Prelude_bwv_883,piece_02a876a1cf6f3e0c,Bach/Prelude/bwv_883/Lim01.mid,train,True,True,4531,3232,888
146,Bach,Prelude_bwv_883,piece_02a876a1cf6f3e0c,Bach/Prelude/bwv_883/LuM01M.mid,train,True,True,2873,2643,888
147,Bach,Prelude_bwv_884,piece_2986ab44da37ac61,Bach/Prelude/bwv_884/LiA01M.mid,train,True,True,28,13,908
148,Bach,Prelude_bwv_885,piece_faf1d1e3a08f3fed,Bach/Prelude/bwv_885/Chon02.mid,test,True,True,2819,1090,510
149,Bach,Prelude_bwv_885,piece_faf1d1e3a08f3fed,Bach/Prelude/bwv_885/Guo01M.mid,test,False,False,0,0,524
150,Bach,Prelude_bwv_885,piece_faf1d1e3a08f3fed,Bach/Prelude/bwv_885/Huang04M.mid,test,True,True,2901,1617,517
151,Bach,Prelude_bwv_885,piece_faf1d1e3a08f3fed,Bach/Prelude/bwv_885/JeonH01M.mid,test,True,True,3503,584,516
152,Bach,Prelude_bwv_885,piece_faf1d1e3a08f3fed,Bach/Prelude/bwv_885/SINKEV01.mid,test,True,True,2816,1350,523
153,Bach,Prelude_bwv_885,piece_faf1d1e3a08f3fed,Bach/Prelude/bwv_885/SINKEV06.mid,test,True,True,2624,1377,525
154,Bach,Prelude_bwv_887,piece_19d32d5104bdb3f5,Bach/Prelude/bwv_887/LiYZ01M.mid,train,True,True,550,5117,1305
155,Bach,Prelude_bwv_888,piece_b06ab236f236fd76,Bach/Prelude/bwv_888/ZhaoK01M.mid,validation,True,True,602,1392,681
156,Bach,Prelude_bwv_889,piece_8cbeceb9c3c3b799,Bach/Prelude/bwv_889/Giesbrecht01M.mid,train,True,True,1138,2861,785
157,Bach,Prelude_bwv_889,piece_8cbeceb9c3c3b799,Bach/Prelude/bwv_889/LiuY01M.mid,train,True,False,25,0,782
158,Bach,Prelude_bwv_889,piece_8cbeceb9c3c3b799,Bach/Prelude/bwv_889/MunA01M.mid,train,True,True,98,66,780
159,Bach,Prelude_bwv_889,piece_8cbeceb9c3c3b799,Bach/Prelude/bwv_889/Wang01M.mid,train,True,True,363,1914,786
160,Bach,Prelude_bwv_889,piece_8cbeceb9c3c3b799,Bach/Prelude/bwv_889/YangY02M.mid,train,True,True,332,853,789
161,Bach,Prelude_bwv_889,piece_8cbeceb9c3c3b799,Bach/Prelude/bwv_889/ZhangW02M.mid,train,True,True,512,457,795
162,Bach,Prelude_bwv_891,piece_32bc8070a1c0cc09,Bach/Prelude/bwv_891/BLINOV04M.mid,train,True,True,972,3691,1180
163,Bach,Prelude_bwv_891,piece_32bc8070a1c0cc09,Bach/Prelude/bwv_891/Duepree06M.mid,train,True,True,3196,2544,1185
164,Bach,Prelude_bwv_892,piece_92f8814503892be7,Bach/Prelude/bwv_892/Hou01M.mid,train,True,False,16,0,1084
165,Bach,Prelude_bwv_892,piece_92f8814503892be7,Bach/Prelude/bwv_892/KabuliL01M.mid,train,True,True,517,594,1086
166,Bach,Prelude_bwv_893,piece_e47353d532687127,Bach/Prelude/bwv_893/Kleisen04M.mid,train,True,True,258,164,876
167,Bach,Prelude_bwv_893,piece_e47353d532687127,Bach/Prelude/bwv_893/Levitsky04M.mid,train,True,True,750,499,885
168,Bach,Prelude_bwv_893,piece_e47353d532687127,Bach/Prelude/bwv_893/Wong01M.mid,train,True,True,199,100,895
169,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/CHEN04.mid,train,True,True,5667,9121,8106
170,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/CHEN10M.mid,train,True,True,6196,13201,7984
171,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/Cho05.mid,train,True,True,4450,8790,8521
172,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/Gorucan03.mid,train,True,True,7560,12241,8287
173,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/Na04.mid,train,True,True,7870,11384,8397
174,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/Na08M.mid,train,True,True,8244,13097,8357
175,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/Shelest03.mid,train,True,True,6384,9272,8321
176,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/Shi11.mid,train,True,True,6377,10681,8033
177,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/Verbaite04.mid,train,True,True,8305,12901,8068
178,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/Yi04M.mid,train,True,True,8531,12424,8168
179,Beethoven,Piano_Sonatas_1-1,piece_96bd9cccbf53f3a5,Beethoven/Piano_Sonatas/1-1/KimG01.mid,test,True,True,810,617,1692
180,Beethoven,Piano_Sonatas_10-1,piece_b800119a7cfd2f46,Beethoven/Piano_Sonatas/10-1/Hou02M.mid,train,True,True,4740,6248,2609
181,Beethoven,Piano_Sonatas_11-1,piece_271ea3c9aaf01d3f,Beethoven/Piano_Sonatas/11-1/Arciglione03.mid,train,True,True,5951,7204,3865
182,Beethoven,Piano_Sonatas_11-1,piece_271ea3c9aaf01d3f,Beethoven/Piano_Sonatas/11-1/DeTurck01.mid,train,True,True,6134,7179,3814
183,Beethoven,Piano_Sonatas_11-1,piece_271ea3c9aaf01d3f,Beethoven/Piano_Sonatas/11-1/LiC03M.mid,train,True,True,4086,6172,3811
184,Beethoven,Piano_Sonatas_11-1,piece_271ea3c9aaf01d3f,Beethoven/Piano_Sonatas/11-1/LiYZ03M.mid,train,True,True,4024,12631,3841
185,Beethoven,Piano_Sonatas_11-1,piece_271ea3c9aaf01d3f,Beethoven/Piano_Sonatas/11-1/MaximovI02M.mid,train,True,True,8771,4771,11586
186,Beethoven,Piano_Sonatas_11-1,piece_271ea3c9aaf01d3f,Beethoven/Piano_Sonatas/11-1/NAKAJI01.mid,train,True,True,4078,7225,3829
187,Beethoven,Piano_Sonatas_11-1,piece_271ea3c9aaf01d3f,Beethoven/Piano_Sonatas/11-1/ZhaoK02M.mid,train,True,True,3668,5319,3886
188,Beethoven,Piano_Sonatas_11-2,piece_79c73e4f09e76772,Beethoven/Piano_Sonatas/11-2/MaximovI04.mid,train,True,True,3809,1495,2176
189,Beethoven,Piano_Sonatas_11-3,piece_e8fdb300a2a179f1,Beethoven/Piano_Sonatas/11-3/MaximovI05.mid,train,True,True,1035,503,1954
190,Beethoven,Piano_Sonatas_12-1,piece_0aad834ae2799251,Beethoven/Piano_Sonatas/12-1/Garritson01.mid,train,True,True,9317,7028,3324
191,Beethoven,Piano_Sonatas_12-1,piece_0aad834ae2799251,Beethoven/Piano_Sonatas/12-1/Kleisen05M.mid,train,True,True,7860,7727,3194
192,Beethoven,Piano_Sonatas_12-1,piece_0aad834ae2799251,Beethoven/Piano_Sonatas/12-1/Zhao02.mid,train,True,True,11636,7574,3300
193,Beethoven,Piano_Sonatas_13-4,piece_5428e277d7c6a5e7,Beethoven/Piano_Sonatas/13-4/Taverna01.mid,train,True,True,4928,4421,4107
194,Beethoven,Piano_Sonatas_14-3,piece_4a64fd2a835a1f08,Beethoven/Piano_Sonatas/14-3/Meek03.mid,train,True,True,6432,8089,4912
195,Beethoven,Piano_Sonatas_15-1,piece_7161094b58a2576d,Beethoven/Piano_Sonatas/15-1/LEE_H01.mid,train,True,True,8784,12133,3921
196,Beethoven,Piano_Sonatas_15-1,piece_7161094b58a2576d,Beethoven/Piano_Sonatas/15-1/Sekino01.mid,train,True,True,8758,8385,3944
